level_0,repository_id,project_name,openteams_score,datetime_score_last_calculated,license,community,popularity,version,license_json,community_json,popularity_json,version_json,security,security_json,index
0,31344,rails/rails,77,2022-07-18 17:39:50.529961,90.0,66.27,90.99,73.67,"{""component_score"": {""score"": 90.0, ""z-score"": -0.13}, ""subcomponents_score"": [{""column"": ""license"", ""actual_value"": ""MIT"", ""z-score"": null}]}","{""component_score"": {""score"": 66.27, ""z-score"": 0.09}, ""subcomponents_score"": [{""column"": ""homepage"", ""actual_value"": true, ""z-score"": null}, {""column"": ""has_readme"", ""actual_value"": true, ""z-score"": null}, {""column"": ""has_contributing"", ""actual_value"": true, ""z-score"": null}, {""column"": ""open_issues_count"", ""actual_value"": 368.0, ""z-score"": -0.84}, {""column"": ""closed_issues_count"", ""actual_value"": 15333.0, ""z-score"": -0.42}, {""column"": ""open_pr_count"", ""actual_value"": 288, ""z-score"": -0.43}, {""column"": ""closed_pr_count"", ""actual_value"": 29346, ""z-score"": -0.25}, {""column"": ""tweet_count"", ""actual_value"": 100, ""z-score"": null}, {""column"": ""retweet_count"", ""actual_value"": 4198, ""z-score"": null}, {""column"": ""reply_count"", ""actual_value"": 4, ""z-score"": null}, {""column"": ""like_count"", ""actual_value"": 29, ""z-score"": null}, {""column"": ""quote_count"", ""actual_value"": 1, ""z-score"": null}, {""column"": ""question_count"", ""actual_value"": 100, ""z-score"": null}, {""column"": ""view_count"", ""actual_value"": 3319, ""z-score"": null}, {""column"": ""answer_count"", ""actual_value"": 68, ""z-score"": null}, {""column"": ""is_answered"", ""actual_value"": 37, ""z-score"": null}, {""column"": ""weekly_commits"", ""actual_value"": ""NaN"", ""z-score"": ""NaN""}, {""column"": ""contrib_stats"", ""actual_value"": ""NaN"", ""z-score"": ""NaN""}, {""column"": ""governance"", ""actual_value"": 1, ""z-score"": null}, {""column"": ""twitter_activity"", ""actual_value"": 15.12, ""z-score"": 0.29}, {""column"": ""stackoverflow_activity"", ""actual_value"": 13.18, ""z-score"": 0.35}]}","{""component_score"": {""score"": 90.99, ""z-score"": 0.76}, ""subcomponents_score"": [{""column"": ""dependents_count"", ""actual_value"": 27032.0, ""z-score"": 0.74}, {""column"": ""dependent_repos_count"", ""actual_value"": 720967.0, ""z-score"": 3.88}, {""column"": ""subscribers_count"", ""actual_value"": 2428.0, ""z-score"": 0.9}, {""column"": ""stargazers_count"", ""actual_value"": 50215, ""z-score"": 0.62}, {""column"": ""forks_count"", ""actual_value"": 20156, ""z-score"": 0.72}, {""column"": ""contributions_count"", ""actual_value"": 374, ""z-score"": 0.72}, {""column"": ""total_downloads"", ""actual_value"": ""NaN"", ""z-score"": ""NaN""}, {""column"": ""recent_downloads"", ""actual_value"": ""NaN"", ""z-score"": ""NaN""}]}","{""component_score"": {""score"": 73.67, ""z-score"": 1.14}, ""subcomponents_score"": [{""column"": ""versions_count"", ""actual_value"": 421, ""z-score"": null}, {""column"": ""major_count"", ""actual_value"": 113.0, ""z-score"": 0.95}, {""column"": ""minor_count"", ""actual_value"": 158.0, ""z-score"": 1.21}, {""column"": ""patch_count"", ""actual_value"": 53.0, ""z-score"": -0.19}, {""column"": ""major_meantime"", ""actual_value"": 12.52, ""z-score"": -0.36}, {""column"": ""minor_meantime"", ""actual_value"": 6.55, ""z-score"": -0.96}, {""column"": ""patch_meantime"", ""actual_value"": 19.37, ""z-score"": -0.36}, {""column"": ""minor_freq"", ""actual_value"": 4.17, ""z-score"": 0.5}, {""column"": ""patch_freq"", ""actual_value"": 0.23, ""z-score"": -0.48}]}",67.0,"{""component_score"": {""score"": 67.0, ""z-score"": null}, ""subcomponents_score"": [{""column"": ""Binary-Artifacts"", ""actual_value"": 10, ""reason"": ""no binaries found in the repo"", ""description"": ""Determines if the project has generated executable (binary) artifacts in the source repository.""}, {""column"": ""Branch-Protection"", ""actual_value"": 3, ""reason"": ""branch protection is not maximal on development and all release branches"", ""description"": ""Determines if the default and release branches are protected with GitHub's branch protection settings.""}, {""column"": ""CI-Tests"", ""actual_value"": 10, ""reason"": ""30 out of 30 merged PRs checked by a CI test -- score normalized to 10"", ""description"": ""Determines if the project runs tests before pull requests are merged.""}, {""column"": ""CII-Best-Practices"", ""actual_value"": 2, ""reason"": ""badge detected: in_progress"", ""description"": ""Determines if the project has a CII Best Practices Badge.""}, {""column"": ""Code-Review"", ""actual_value"": 6, ""reason"": ""GitHub code reviews found for 18 commits out of the last 30 -- score normalized to 6"", ""description"": ""Determines if the project requires code review before pull requests (aka merge requests) are merged.""}, {""column"": ""Contributors"", ""actual_value"": 10, ""reason"": ""85 different companies found -- score normalized to 10"", ""description"": ""Determines if the project has a set of contributors from multiple organizations (e.g., companies).""}, {""column"": ""Dependency-Update-Tool"", ""actual_value"": 10, ""reason"": ""no dangerous workflow patterns detected"", ""description"": ""Determines if the project's GitHub Action workflows avoid dangerous patterns.""}, {""column"": ""Fuzzing"", ""actual_value"": 0, ""reason"": ""no update tool detected"", ""description"": ""Determines if the project uses a dependency update tool.""}, {""column"": ""Maintained"", ""actual_value"": 0, ""reason"": ""project is not fuzzed"", ""description"": ""Determines if the project uses fuzzing.""}, {""column"": ""Packaging"", ""actual_value"": 10, ""reason"": ""license file detected"", ""description"": ""Determines if the project has defined a license.""}, {""column"": ""Pinned-Dependencies"", ""actual_value"": 10, ""reason"": ""30 commit(s) out of 30 and 30 issue activity out of 30 found in the last 90 days -- score normalized to 10"", ""description"": ""Determines if the project is \""actively maintained\"".""}, {""column"": ""SAST"", ""actual_value"": -1, ""reason"": ""no published package detected"", ""description"": ""Determines if the project is published as a package that others can easily download, install, easily update, and uninstall.""}, {""column"": ""Security-Policy"", ""actual_value"": 4, ""reason"": ""dependency not pinned by hash detected -- score normalized to 4"", ""description"": ""Determines if the project has declared and pinned its dependencies.""}, {""column"": ""Signed-Releases"", ""actual_value"": 0, ""reason"": ""SAST tool is not run on all commits -- score normalized to 0"", ""description"": ""Determines if the project uses static code analysis.""}, {""column"": ""Token-Permissions"", ""actual_value"": 10, ""reason"": ""security policy file detected"", ""description"": ""Determines if the project has published a security policy.""}, {""column"": ""Vulnerabilities"", ""actual_value"": -1, ""reason"": ""no releases found"", ""description"": ""Determines if the project cryptographically signs release artifacts.""}]}",
1,37296,sympy/sympy,45,2022-07-18 17:39:50.529961,,89.59,84.72,,"{""component_score"": {""score"": ""NaN"", ""z-score"": ""NaN""}, ""subcomponents_score"": [{""column"": ""license"", ""actual_value"": ""Other"", ""z-score"": null}]}","{""component_score"": {""score"": 89.59, ""z-score"": 1.83}, ""subcomponents_score"": [{""column"": ""homepage"", ""actual_value"": true, ""z-score"": null}, {""column"": ""has_readme"", ""actual_value"": true, ""z-score"": null}, {""column"": ""has_contributing"", ""actual_value"": true, ""z-score"": null}, {""column"": ""open_issues_count"", ""actual_value"": 3891.0, ""z-score"": 2.04}, {""column"": ""closed_issues_count"", ""actual_value"": 8022.0, ""z-score"": -0.84}, {""column"": ""open_pr_count"", ""actual_value"": 569, ""z-score"": 0.42}, {""column"": ""closed_pr_count"", ""actual_value"": 11078, ""z-score"": -0.84}, {""column"": ""tweet_count"", ""actual_value"": 100, ""z-score"": null}, {""column"": ""retweet_count"", ""actual_value"": 2045, ""z-score"": null}, {""column"": ""reply_count"", ""actual_value"": 36, ""z-score"": null}, {""column"": ""like_count"", ""actual_value"": 365, ""z-score"": null}, {""column"": ""quote_count"", ""actual_value"": 5, ""z-score"": null}, {""column"": ""question_count"", ""actual_value"": 100, ""z-score"": null}, {""column"": ""view_count"", ""actual_value"": 3451, ""z-score"": null}, {""column"": ""answer_count"", ""actual_value"": 91, ""z-score"": null}, {""column"": ""is_answered"", ""actual_value"": 56, ""z-score"": null}, {""column"": ""weekly_commits"", ""actual_value"": 69.33, ""z-score"": -0.12}, {""column"": ""contrib_stats"", ""actual_value"": 12.0, ""z-score"": -0.22}, {""column"": ""governance"", ""actual_value"": 1, ""z-score"": null}, {""column"": ""twitter_activity"", ""actual_value"": 18.52, ""z-score"": 1.29}, {""column"": ""stackoverflow_activity"", ""actual_value"": 13.99, ""z-score"": 0.56}]}","{""component_score"": {""score"": 84.72, ""z-score"": 0.4}, ""subcomponents_score"": [{""column"": ""dependents_count"", ""actual_value"": 45.0, ""z-score"": -0.29}, {""column"": ""dependent_repos_count"", ""actual_value"": 219.0, ""z-score"": -0.33}, {""column"": ""subscribers_count"", ""actual_value"": 289.0, ""z-score"": -0.51}, {""column"": ""stargazers_count"", ""actual_value"": 8860, ""z-score"": -0.55}, {""column"": ""forks_count"", ""actual_value"": 3599, ""z-score"": -0.35}, {""column"": ""contributions_count"", ""actual_value"": 463, ""z-score"": 1.2}, {""column"": ""total_downloads"", ""actual_value"": ""NaN"", ""z-score"": ""NaN""}, {""column"": ""recent_downloads"", ""actual_value"": ""NaN"", ""z-score"": ""NaN""}]}","{""component_score"": {""score"": ""NaN"", ""z-score"": ""NaN""}, ""subcomponents_score"": [{""column"": ""versions_count"", ""actual_value"": 15, ""z-score"": null}, {""column"": ""major_count"", ""actual_value"": 0.0, ""z-score"": -0.34}, {""column"": ""minor_count"", ""actual_value"": 10.0, ""z-score"": -0.42}, {""column"": ""patch_count"", ""actual_value"": 4.0, ""z-score"": -0.66}, {""column"": ""major_meantime"", ""actual_value"": 0.0, ""z-score"": -0.54}, {""column"": ""minor_meantime"", ""actual_value"": ""NaN"", ""z-score"": ""NaN""}, {""column"": ""patch_meantime"", ""actual_value"": 27.3, ""z-score"": 0.01}, {""column"": ""minor_freq"", ""actual_value"": 0.76, ""z-score"": -0.4}, {""column"": ""patch_freq"", ""actual_value"": 0.05, ""z-score"": -0.63}]}",49.0,"{""component_score"": {""score"": 49.0, ""z-score"": null}, ""subcomponents_score"": [{""column"": ""Binary-Artifacts"", ""actual_value"": 10, ""reason"": ""no binaries found in the repo"", ""description"": ""Determines if the project has generated executable (binary) artifacts in the source repository.""}, {""column"": ""Branch-Protection"", ""actual_value"": 3, ""reason"": ""branch protection is not maximal on development and all release branches"", ""description"": ""Determines if the default and release branches are protected with GitHub's branch protection settings.""}, {""column"": ""CI-Tests"", ""actual_value"": 10, ""reason"": ""30 out of 30 merged PRs checked by a CI test -- score normalized to 10"", ""description"": ""Determines if the project runs tests before pull requests are merged.""}, {""column"": ""CII-Best-Practices"", ""actual_value"": 0, ""reason"": ""no badge detected"", ""description"": ""Determines if the project has a CII Best Practices Badge.""}, {""column"": ""Code-Review"", ""actual_value"": 5, ""reason"": ""GitHub code reviews found for 15 commits out of the last 30 -- score normalized to 5"", ""description"": ""Determines if the project requires code review before pull requests (aka merge requests) are merged.""}, {""column"": ""Contributors"", ""actual_value"": 10, ""reason"": ""54 different companies found -- score normalized to 10"", ""description"": ""Determines if the project has a set of contributors from multiple organizations (e.g., companies).""}, {""column"": ""Dependency-Update-Tool"", ""actual_value"": 10, ""reason"": ""no dangerous workflow patterns detected"", ""description"": ""Determines if the project's GitHub Action workflows avoid dangerous patterns.""}, {""column"": ""Fuzzing"", ""actual_value"": 0, ""reason"": ""no update tool detected"", ""description"": ""Determines if the project uses a dependency update tool.""}, {""column"": ""Maintained"", ""actual_value"": 0, ""reason"": ""project is not fuzzed"", ""description"": ""Determines if the project uses fuzzing.""}, {""column"": ""Packaging"", ""actual_value"": 10, ""reason"": ""license file detected"", ""description"": ""Determines if the project has defined a license.""}, {""column"": ""Pinned-Dependencies"", ""actual_value"": 10, ""reason"": ""30 commit(s) out of 30 and 30 issue activity out of 30 found in the last 90 days -- score normalized to 10"", ""description"": ""Determines if the project is \""actively maintained\"".""}, {""column"": ""SAST"", ""actual_value"": 10, ""reason"": ""publishing workflow detected"", ""description"": ""Determines if the project is published as a package that others can easily download, install, easily update, and uninstall.""}, {""column"": ""Security-Policy"", ""actual_value"": 0, ""reason"": ""dependency not pinned by hash detected -- score normalized to 0"", ""description"": ""Determines if the project has declared and pinned its dependencies.""}, {""column"": ""Signed-Releases"", ""actual_value"": 0, ""reason"": ""SAST tool is not run on all commits -- score normalized to 0"", ""description"": ""Determines if the project uses static code analysis.""}, {""column"": ""Token-Permissions"", ""actual_value"": 0, ""reason"": ""security policy file not detected"", ""description"": ""Determines if the project has published a security policy.""}, {""column"": ""Vulnerabilities"", ""actual_value"": 0, ""reason"": ""0 out of 5 artifacts are signed -- score normalized to 0"", ""description"": ""Determines if the project cryptographically signs release artifacts.""}]}",
2,151787,kubernetes/kubernetes,83,2022-07-18 17:39:50.529961,97.0,85.73,88.7,73.33,"{""component_score"": {""score"": 97.0, ""z-score"": 1.4}, ""subcomponents_score"": [{""column"": ""license"", ""actual_value"": ""Apache-2.0"", ""z-score"": null}]}","{""component_score"": {""score"": 85.73, ""z-score"": 1.54}, ""subcomponents_score"": [{""column"": ""homepage"", ""actual_value"": true, ""z-score"": null}, {""column"": ""has_readme"", ""actual_value"": true, ""z-score"": null}, {""column"": ""has_contributing"", ""actual_value"": true, ""z-score"": null}, {""column"": ""open_issues_count"", ""actual_value"": 1628.0, ""z-score"": 0.19}, {""column"": ""closed_issues_count"", ""actual_value"": 39532.0, ""z-score"": 0.99}, {""column"": ""open_pr_count"", ""actual_value"": 747, ""z-score"": 0.96}, {""column"": ""closed_pr_count"", ""actual_value"": 69052, ""z-score"": 1.03}, {""column"": ""tweet_count"", ""actual_value"": 100, ""z-score"": null}, {""column"": ""retweet_count"", ""actual_value"": 2055, ""z-score"": null}, {""column"": ""reply_count"", ""actual_value"": 2, ""z-score"": null}, {""column"": ""like_count"", ""actual_value"": 26, ""z-score"": null}, {""column"": ""quote_count"", ""actual_value"": 2, ""z-score"": null}, {""column"": ""question_count"", ""actual_value"": 100, ""z-score"": null}, {""column"": ""view_count"", ""actual_value"": 4163, ""z-score"": null}, {""column"": ""answer_count"", ""actual_value"": 96, ""z-score"": null}, {""column"": ""is_answered"", ""actual_value"": 31, ""z-score"": null}, {""column"": ""weekly_commits"", ""actual_value"": 124.08, ""z-score"": 0.9}, {""column"": ""contrib_stats"", ""actual_value"": 24.0, ""z-score"": 0.91}, {""column"": ""governance"", ""actual_value"": 1, ""z-score"": null}, {""column"": ""twitter_activity"", ""actual_value"": 14.75, ""z-score"": 0.19}, {""column"": ""stackoverflow_activity"", ""actual_value"": 13.47, ""z-score"": 0.43}]}","{""component_score"": {""score"": 88.7, ""z-score"": 0.63}, ""subcomponents_score"": [{""column"": ""dependents_count"", ""actual_value"": 1365.0, ""z-score"": -0.24}, {""column"": ""dependent_repos_count"", ""actual_value"": 2620.0, ""z-score"": -0.31}, {""column"": ""subscribers_count"", ""actual_value"": 3263.0, ""z-score"": 1.45}, {""column"": ""stargazers_count"", ""actual_value"": 89104, ""z-score"": 1.72}, {""column"": ""forks_count"", ""actual_value"": 32666, ""z-score"": 1.54}, {""column"": ""contributions_count"", ""actual_value"": 383, ""z-score"": 0.77}, {""column"": ""total_downloads"", ""actual_value"": ""NaN"", ""z-score"": ""NaN""}, {""column"": ""recent_downloads"", ""actual_value"": ""NaN"", ""z-score"": ""NaN""}]}","{""component_score"": {""score"": 73.33, ""z-score"": 1.1}, ""subcomponents_score"": [{""column"": ""versions_count"", ""actual_value"": 917, ""z-score"": null}, {""column"": ""major_count"", ""actual_value"": 3.0, ""z-score"": -0.31}, {""column"": ""minor_count"", ""actual_value"": 519.0, ""z-score"": 5.2}, {""column"": ""patch_count"", ""actual_value"": 336.0, ""z-score"": 2.52}, {""column"": ""major_meantime"", ""actual_value"": 1.92, ""z-score"": -0.52}, {""column"": ""minor_meantime"", ""actual_value"": 3.58, ""z-score"": -1.03}, {""column"": ""patch_meantime"", ""actual_value"": 1.57, ""z-score"": -1.18}, {""column"": ""minor_freq"", ""actual_value"": 22.37, ""z-score"": 5.29}, {""column"": ""patch_freq"", ""actual_value"": 2.41, ""z-score"": 1.41}]}",70.0,"{""component_score"": {""score"": 70.0, ""z-score"": null}, ""subcomponents_score"": [{""column"": ""Binary-Artifacts"", ""actual_value"": 10, ""reason"": ""no binaries found in the repo"", ""description"": ""Determines if the project has generated executable (binary) artifacts in the source repository.""}, {""column"": ""Branch-Protection"", ""actual_value"": 3, ""reason"": ""branch protection is not maximal on development and all release branches"", ""description"": ""Determines if the default and release branches are protected with GitHub's branch protection settings.""}, {""column"": ""CI-Tests"", ""actual_value"": 10, ""reason"": ""30 out of 30 merged PRs checked by a CI test -- score normalized to 10"", ""description"": ""Determines if the project runs tests before pull requests are merged.""}, {""column"": ""CII-Best-Practices"", ""actual_value"": 5, ""reason"": ""badge detected: passing"", ""description"": ""Determines if the project has a CII Best Practices Badge.""}, {""column"": ""Code-Review"", ""actual_value"": 10, ""reason"": ""GitHub code reviews found for 30 commits out of the last 30 -- score normalized to 10"", ""description"": ""Determines if the project requires code review before pull requests (aka merge requests) are merged.""}, {""column"": ""Contributors"", ""actual_value"": 10, ""reason"": ""33 different companies found -- score normalized to 10"", ""description"": ""Determines if the project has a set of contributors from multiple organizations (e.g., companies).""}, {""column"": ""Dependency-Update-Tool"", ""actual_value"": 10, ""reason"": ""no dangerous workflow patterns detected"", ""description"": ""Determines if the project's GitHub Action workflows avoid dangerous patterns.""}, {""column"": ""Fuzzing"", ""actual_value"": 0, ""reason"": ""no update tool detected"", ""description"": ""Determines if the project uses a dependency update tool.""}, {""column"": ""Maintained"", ""actual_value"": 10, ""reason"": ""project is fuzzed in OSS-Fuzz"", ""description"": ""Determines if the project uses fuzzing.""}, {""column"": ""Packaging"", ""actual_value"": 10, ""reason"": ""license file detected"", ""description"": ""Determines if the project has defined a license.""}, {""column"": ""Pinned-Dependencies"", ""actual_value"": 10, ""reason"": ""30 commit(s) out of 30 and 30 issue activity out of 30 found in the last 90 days -- score normalized to 10"", ""description"": ""Determines if the project is \""actively maintained\"".""}, {""column"": ""SAST"", ""actual_value"": -1, ""reason"": ""no published package detected"", ""description"": ""Determines if the project is published as a package that others can easily download, install, easily update, and uninstall.""}, {""column"": ""Security-Policy"", ""actual_value"": 4, ""reason"": ""dependency not pinned by hash detected -- score normalized to 4"", ""description"": ""Determines if the project has declared and pinned its dependencies.""}, {""column"": ""Signed-Releases"", ""actual_value"": 0, ""reason"": ""SAST tool is not run on all commits -- score normalized to 0"", ""description"": ""Determines if the project uses static code analysis.""}, {""column"": ""Token-Permissions"", ""actual_value"": 10, ""reason"": ""security policy file detected"", ""description"": ""Determines if the project has published a security policy.""}, {""column"": ""Vulnerabilities"", ""actual_value"": 0, ""reason"": ""0 out of 5 artifacts are signed -- score normalized to 0"", ""description"": ""Determines if the project cryptographically signs release artifacts.""}]}",
3,232298,ansible/ansible,75,2022-07-18 17:39:50.529961,75.0,66.48,87.44,74.0,"{""component_score"": {""score"": 75.0, ""z-score"": -3.4}, ""subcomponents_score"": [{""column"": ""license"", ""actual_value"": ""GPL-3.0"", ""z-score"": null}]}","{""component_score"": {""score"": 66.48, ""z-score"": 0.1}, ""subcomponents_score"": [{""column"": ""homepage"", ""actual_value"": true, ""z-score"": null}, {""column"": ""has_readme"", ""actual_value"": true, ""z-score"": null}, {""column"": ""has_contributing"", ""actual_value"": true, ""z-score"": null}, {""column"": ""open_issues_count"", ""actual_value"": 742.0, ""z-score"": -0.53}, {""column"": ""closed_issues_count"", ""actual_value"": 29801.0, ""z-score"": 0.42}, {""column"": ""open_pr_count"", ""actual_value"": 359, ""z-score"": -0.22}, {""column"": ""closed_pr_count"", ""actual_value"": 47104, ""z-score"": 0.32}, {""column"": ""tweet_count"", ""actual_value"": 100, ""z-score"": null}, {""column"": ""retweet_count"", ""actual_value"": 258, ""z-score"": null}, {""column"": ""reply_count"", ""actual_value"": 12, ""z-score"": null}, {""column"": ""like_count"", ""actual_value"": 57, ""z-score"": null}, {""column"": ""quote_count"", ""actual_value"": 2, ""z-score"": null}, {""column"": ""question_count"", ""actual_value"": 100, ""z-score"": null}, {""column"": ""view_count"", ""actual_value"": 3272, ""z-score"": null}, {""column"": ""answer_count"", ""actual_value"": 76, ""z-score"": null}, {""column"": ""is_answered"", ""actual_value"": 43, ""z-score"": null}, {""column"": ""weekly_commits"", ""actual_value"": ""NaN"", ""z-score"": ""NaN""}, {""column"": ""contrib_stats"", ""actual_value"": ""NaN"", ""z-score"": ""NaN""}, {""column"": ""governance"", ""actual_value"": 0, ""z-score"": null}, {""column"": ""twitter_activity"", ""actual_value"": 15.04, ""z-score"": 0.27}, {""column"": ""stackoverflow_activity"", ""actual_value"": 13.46, ""z-score"": 0.42}]}","{""component_score"": {""score"": 87.44, ""z-score"": 0.56}, ""subcomponents_score"": [{""column"": ""dependents_count"", ""actual_value"": 185.0, ""z-score"": -0.28}, {""column"": ""dependent_repos_count"", ""actual_value"": 1331.0, ""z-score"": -0.32}, {""column"": ""subscribers_count"", ""actual_value"": 1993.0, ""z-score"": 0.61}, {""column"": ""stargazers_count"", ""actual_value"": 50778, ""z-score"": 0.64}, {""column"": ""forks_count"", ""actual_value"": 21273, ""z-score"": 0.8}, {""column"": ""contributions_count"", ""actual_value"": 383, ""z-score"": 0.77}, {""column"": ""total_downloads"", ""actual_value"": ""NaN"", ""z-score"": ""NaN""}, {""column"": ""recent_downloads"", ""actual_value"": ""NaN"", ""z-score"": ""NaN""}]}","{""component_score"": {""score"": 74.0, ""z-score"": 1.18}, ""subcomponents_score"": [{""column"": ""versions_count"", ""actual_value"": 236, ""z-score"": null}, {""column"": ""major_count"", ""actual_value"": 8.0, ""z-score"": -0.25}, {""column"": ""minor_count"", ""actual_value"": 135.0, ""z-score"": 0.96}, {""column"": ""patch_count"", ""actual_value"": 90.0, ""z-score"": 0.16}, {""column"": ""major_meantime"", ""actual_value"": 17.48, ""z-score"": -0.29}, {""column"": ""minor_meantime"", ""actual_value"": 10.14, ""z-score"": -0.87}, {""column"": ""patch_meantime"", ""actual_value"": 15.97, ""z-score"": -0.52}, {""column"": ""minor_freq"", ""actual_value"": 5.57, ""z-score"": 0.87}, {""column"": ""patch_freq"", ""actual_value"": 0.62, ""z-score"": -0.14}]}",66.0,"{""component_score"": {""score"": 66.0, ""z-score"": null}, ""subcomponents_score"": [{""column"": ""Binary-Artifacts"", ""actual_value"": 10, ""reason"": ""no binaries found in the repo"", ""description"": ""Determines if the project has generated executable (binary) artifacts in the source repository.""}, {""column"": ""Branch-Protection"", ""actual_value"": 3, ""reason"": ""branch protection is not maximal on development and all release branches"", ""description"": ""Determines if the default and release branches are protected with GitHub's branch protection settings.""}, {""column"": ""CI-Tests"", ""actual_value"": 0, ""reason"": ""0 out of 30 merged PRs checked by a CI test -- score normalized to 0"", ""description"": ""Determines if the project runs tests before pull requests are merged.""}, {""column"": ""CII-Best-Practices"", ""actual_value"": 2, ""reason"": ""badge detected: in_progress"", ""description"": ""Determines if the project has a CII Best Practices Badge.""}, {""column"": ""Code-Review"", ""actual_value"": 7, ""reason"": ""GitHub code reviews found for 23 commits out of the last 30 -- score normalized to 7"", ""description"": ""Determines if the project requires code review before pull requests (aka merge requests) are merged.""}, {""column"": ""Contributors"", ""actual_value"": 10, ""reason"": ""47 different companies found -- score normalized to 10"", ""description"": ""Determines if the project has a set of contributors from multiple organizations (e.g., companies).""}, {""column"": ""Dependency-Update-Tool"", ""actual_value"": 10, ""reason"": ""no dangerous workflow patterns detected"", ""description"": ""Determines if the project's GitHub Action workflows avoid dangerous patterns.""}, {""column"": ""Fuzzing"", ""actual_value"": 0, ""reason"": ""no update tool detected"", ""description"": ""Determines if the project uses a dependency update tool.""}, {""column"": ""Maintained"", ""actual_value"": 10, ""reason"": ""project is fuzzed in OSS-Fuzz"", ""description"": ""Determines if the project uses fuzzing.""}, {""column"": ""Packaging"", ""actual_value"": 10, ""reason"": ""license file detected"", ""description"": ""Determines if the project has defined a license.""}, {""column"": ""Pinned-Dependencies"", ""actual_value"": 10, ""reason"": ""30 commit(s) out of 30 and 30 issue activity out of 30 found in the last 90 days -- score normalized to 10"", ""description"": ""Determines if the project is \""actively maintained\"".""}, {""column"": ""SAST"", ""actual_value"": -1, ""reason"": ""no published package detected"", ""description"": ""Determines if the project is published as a package that others can easily download, install, easily update, and uninstall.""}, {""column"": ""Security-Policy"", ""actual_value"": 6, ""reason"": ""dependency not pinned by hash detected -- score normalized to 6"", ""description"": ""Determines if the project has declared and pinned its dependencies.""}, {""column"": ""Signed-Releases"", ""actual_value"": 0, ""reason"": ""SAST tool is not run on all commits -- score normalized to 0"", ""description"": ""Determines if the project uses static code analysis.""}, {""column"": ""Token-Permissions"", ""actual_value"": 0, ""reason"": ""security policy file not detected"", ""description"": ""Determines if the project has published a security policy.""}, {""column"": ""Vulnerabilities"", ""actual_value"": -1, ""reason"": ""no releases found"", ""description"": ""Determines if the project cryptographically signs release artifacts.""}]}",
